Product Name,Original Price,Final Price,Discount,Ratings,Total Reviews,Company
Acer Gaming AMD Ryzen 5 Hexa Core 6600H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFor...,"82,990","57,990",57% off,,,Acer
HP 15R (2025) Intel Core i3 13th Gen 1315U - (16 GB/512 GB SSD/Windows 11 Home) 15R G9 Thin and Light ...,"80,990","35,131",25% off,,,HP
MSI Thin 15 Intel Core i7 12th Gen 12650H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,"99,155","59,990",17% off,4.1,126 Ratings & 13 Reviews,MSI
DELL Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home/2 GB Graphics) New Inspiron 15 M...,"60,990","81,990",18% off,3.5,15 Ratings & 3 Reviews,DELL
MSI Modern 14 Intel Core i7 12th Gen 1255U - (16 GB/512 GB SSD/Windows 11 Home) Modern 14 C12MO Busine...,,"49,990",22% off,5.0,2 Ratings & 1 Reviews,MSI
HP 15R (2025) Intel Core i3 13th Gen 1315U - (16 GB/512 GB SSD/Windows 11 Home) 15R G9 Thin and Light ...,"82,990","35,131",57% off,,,HP
DELL Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home/2 GB Graphics) New Inspiron 15 M...,"99,155","81,990",17% off,3.5,15 Ratings & 3 Reviews,DELL
MSI Modern 14 Intel Core i7 12th Gen 1255U - (16 GB/512 GB SSD/Windows 11 Home) Modern 14 C12MO Busine...,"60,990","49,990",18% off,5.0,2 Ratings & 1 Reviews,MSI
MSI Cyborg 14 Intel Core i7 13th Gen 13620H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA G...,"1,11,990","89,990",19% off,5.0,3 Ratings & 0 Reviews,MSI
DELL G15-5530 Intel Core i7 13th Gen 13650HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA Ge...,"1,38,490","1,19,490",13% off,,,DELL
Lenovo IdeaPad Slim 5 Intel Core i5 12th Gen 12450H - (16 GB/1 TB SSD/Windows 11 Home) 14IAH8 Thin and...,"78,590","62,190",20% off,4.2,370 Ratings & 30 Reviews,Lenovo
HP Chromebook Intel Celeron Dual Core N4500 - (4 GB/64 GB EMMC Storage/Chrome OS) 14a- na1004TU Chrome...,"30,000","18,990",36% off,3.8,"1,507 Ratings & 136 Reviews",HP
MSI Modern 15 Intel Core i7 12th Gen 1255U - (16 GB/512 GB SSD/Windows 11 Home) Modern 15 B12MO Busine...,"69,990","52,990",24% off,,,MSI
HP 250 G8 Intel Core i3 11th Gen - (8 GB/512 GB SSD/DOS) 250 G8 Notebook,"42,999","28,776",33% off,3.8,257 Ratings & 27 Reviews,HP
Lenovo IdeaPad Slim 3 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home) 15IAH8 Thin a...,"69,990","50,790",27% off,3.9,35 Ratings & 3 Reviews,Lenovo
HP Victus 15 Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA Ge...,"92,110","73,990",19% off,4.4,"1,161 Ratings & 76 Reviews",HP
ASUS Vivobook Go 14 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1404FA-NK322WS Th...,"51,485","30,990",39% off,4.5,129 Ratings & 9 Reviews,ASUS
Lenovo Ideapad Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics) 15IAH8...,"75,000","52,199",30% off,4.1,63 Ratings & 3 Reviews,Lenovo
Lenovo V 14 (2025) Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) V 14 Thin and Ligh...,"82,990","37,990",54% off,3.0,3 Ratings & 0 Reviews,Lenovo
DELL Inspiron 3530 Intel Core i7 13th Gen 1355U - (16 GB/512 GB SSD/Windows 11 Home) Inspiron 3530 Thi...,"81,595","70,490",13% off,,,DELL
DELL Inspiron Intel Core i3 13th Gen 1305U - (8 GB/512 GB SSD/Windows 11 Home) 3530 Thin and Light Lap...,"83,330","74,999",9% off,3.7,10 Ratings & 0 Reviews,DELL
HP Victus Intel Core i5 13th Gen 13420H - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce...,"75,000","50,999",32% off,4.3,89 Ratings & 2 Reviews,HP
"DELL Inspiron 15 3520 with Backlit Keyboard, Intel Core i5 12th Gen Core i5 - (16 GB/512 GB SSD/Window...","59,990","33,490",44% off,4.1,507 Ratings & 35 Reviews,DELL
DELL Intel Core i3 12th Gen 1215U - (8 GB/256 GB SSD/Windows 11 Home) Inspiron 3520 Thin and Light Lap...,"62,999","34,890",44% off,4.1,37 Ratings & 2 Reviews,DELL
HP 14 G9 (2025) AMD Ryzen 5 Hexa Core 5625U - (16 GB/512 GB SSD/Windows 11 Home) 14 G9 Thin and Light ...,"50,990","32,990",35% off,,,HP
"ASUS Vivobook Go 15, with Backlit Keyboard, 12th Gen Intel Core i3 N305 - (8 GB/512 GB SSD/Windows 11 ...","55,751","49,990",10% off,4.3,187 Ratings & 13 Reviews,ASUS
HP AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) 14-hr0001AU Thin and Light Laptop,"50,304","1,39,900",26% off,,,HP
Apple MacBook Air Apple M4 - (24 GB/512 GB SSD/macOS Sequoia) MC6A4HN/A,,"36,999",32% off,,,Apple
DELL inspiron 15 AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3535 Laptop ...,,,44% off,4.3,17 Ratings & 0 Reviews,DELL
Lenovo V15 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/DOS) V15 G4 Thin and Light Laptop,"39,157","26,950",31% off,4.2,89 Ratings & 9 Reviews,Lenovo
HP Pavilion AMD Ryzen 7 Octa Core 5700U - (16 GB/1 TB SSD/Windows 11 Home) 15-eh1147AU Thin and Light ...,"39,990","71,272",52% off,4.5,75 Ratings & 5 Reviews,HP
CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SSD/Windows 11 Home) HeroBook Plus Laptop,"50,304","18,990",26% off,3.7,"1,346 Ratings & 160 Reviews",CHUWI
DELL Inspiron 3535 AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3535 Thin ...,"1,02,918","36,790",17% off,,,DELL
HP Pavilion Intel Core i7 13th Gen 1360P - (16 GB/1 TB SSD/Windows 11 Home) 15-eg3036TU Thin and Light...,"48,294","84,990",23% off,4.4,334 Ratings & 25 Reviews,HP
HP AMD Ryzen 3 Quad Core 5300U - (8 GB/512 GB SSD/Windows 11 Home) fq1089au Thin and Light Laptop,"1,31,990","36,990",22% off,4.3,"3,182 Ratings & 382 Reviews",HP
"ASUS TUF Gaming F15, 90WHrs Battery Intel Core i7 13th Gen 13620H - (16 GB/512 GB SSD/Windows 11 Home/...","47,000","1,01,990",31% off,4.1,76 Ratings & 7 Reviews,ASUS
HP 250 G9 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 7M657PA Thin and Light Lapt...,"58,908","32,390",35% off,4.1,73 Ratings & 3 Reviews,HP
DELL Inspiron Intel Core i3 11th Gen 1115G4 - (8 GB/512 GB SSD/Windows 11 Home) INSPIRON 3511 Thin and...,"81,990","37,709",24% off,4.1,"1,699 Ratings & 219 Reviews",DELL
ASUS TUF A15 AMD Ryzen 5 Hexa Core 7535HS - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,"82,990","61,990",26% off,4.1,8 Ratings & 0 Reviews,ASUS
ASUS TUF Gaming A15 AMD Ryzen 7 Octa Core 7435HS - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVI...,"52,055","60,990",29% off,4.1,15 Ratings & 1 Reviews,ASUS
HP AMD Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 15s- eq2223AU Thin and Light Laptop,"63,628","36,760",24% off,4.2,"1,111 Ratings & 73 Reviews",HP
HP Victus gaming AMD Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/AMD Rade...,"79,964","47,990",43% off,4.2,"1,673 Ratings & 139 Reviews",HP
HP Pavilion 15 AMD Ryzen 5 Hexa Core 13th Gen AMD Ryzen™ 5 5625U - (8 GB/512 GB SSD/Windows 11 Home) 1...,"77,990","44,890",39% off,3.8,37 Ratings & 5 Reviews,HP
Lenovo IdeaPad Slim 3 Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) 15IAU7 Thin and...,"1,52,990","47,490",21% off,4.2,"1,839 Ratings & 141 Reviews",Lenovo
Apple MacBook Air Apple M4 - (16 GB/256 GB SSD/macOS Sequoia) MW1L3HN/A,"1,58,000","1,24,900",6% off,4.6,90 Ratings & 16 Reviews,Apple
"ASUS Vivobook S 15 OLED Powered, Intel EVO H Series, AI PC Intel Core Ultra 9 185H - (16 GB/1 TB SSD/W...","83,743","1,19,990",37% off,5.0,3 Ratings & 0 Reviews,ASUS
Acer Predator Helios Neo 16 Intel Core i7 14th Gen 14700HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Grap...,"46,999","1,47,490",31% off,4.4,28 Ratings & 0 Reviews,Acer
Lenovo IdeaPad Slim 3 Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) 15IAU7 Thin an...,"63,416","51,990",18% off,4.2,"1,839 Ratings & 141 Reviews",Lenovo
HP 250 G8 Intel Core i3 11th Gen Core™ i3-1115G4 - (8 GB/1 TB HDD/256 GB SSD/DOS) 250 G8 Business Lapt...,"1,27,764","31,990",21% off,4.0,192 Ratings & 24 Reviews,HP
DELL Intel Core i5 13th Gen 1334U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3530 Thin and Light Lap...,"1,07,990","51,490",23% off,4.3,187 Ratings & 7 Reviews,DELL
HP Victus Intel Core i7 13th Gen 13700H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFor...,"44,824","99,990",29% off,4.5,94 Ratings & 12 Reviews,HP
"ASUS Gaming V16 (2025) with Office 2024 + M365 Basic*, AI PC Intel Core 5 210H - (16 GB/512 GB SSD/Win...",,"82,990",52% off,,,ASUS
HP 255 G8 Silver AMD Ryzen 5 Hexa Core AMD Ryzen 5 5500U - (8 GB/256 GB SSD/Windows 11 Home) 255 Busin...,,"31,590",31% off,4.3,79 Ratings & 10 Reviews,HP
ASUS Vivobook GO 15 AMD Ryzen 5 Quad Core 7520U - (16 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ549WS T...,"58,990","40,990",30% off,4.2,73 Ratings & 4 Reviews,ASUS
Lenovo AMD Ryzen 7 Octa Core 7730U - (16 GB/1 TB SSD/Windows 11 Home) 14ABR8 Thin and Light Laptop,"92,290","65,390",29% off,4.3,13 Ratings & 1 Reviews,Lenovo
HP Victus MSO 2024 Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVI...,"76,354","63,990",16% off,4.0,77 Ratings & 3 Reviews,HP
MSI Modern 14 AMD Ryzen 7 Octa Core 7730U - (16 GB/512 GB SSD/Windows 11 Home) Modern 14 C7M-218IN Thi...,"61,990","46,990",24% off,4.4,68 Ratings & 8 Reviews,MSI
DELL Inspiron Intel Core i5 11th Gen 1135G7 - (16 GB/512 GB SSD/Windows 11 Home) INSPIRON 3511 Thin an...,"84,998","50,499",40% off,4.2,596 Ratings & 47 Reviews,DELL
DELL Inspiron 3530 Intel Core i3 13th Gen N305 - (8 GB/256 GB SSD/Windows 11 Home) New Inspiron 15 Lap...,"58,990","36,990",37% off,,,DELL
MICROSOFT Laptop Go 3 Intel Core i5 12th Gen 1235U - (8 GB/256 GB SSD/Windows 11 Home) XK1-00045 Thin ...,"80,999","79,990",1% off,4.3,90 Ratings & 12 Reviews,MICROSOFT
Acer Aspire 3 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) A324-51 Thin and Light ...,"1,23,652","43,000",19% off,4.2,"3,147 Ratings & 244 Reviews",Acer
HP Omen AMD Ryzen 7 Octa Core 7840HS - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RT...,"49,126","99,990",30% off,4.5,220 Ratings & 26 Reviews,HP
DELL Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3520 Thin and Light Lap...,"1,29,990","33,990",30% off,4.3,"4,551 Ratings & 326 Reviews",DELL
Infinix ZERO BOOK ULTRA Series Laptop Intel Intel Core i9 12th Gen 12900H - (16 GB/512 GB SSD/Windows ...,"1,01,999","89,990",17% off,4.2,66 Ratings & 12 Reviews,Infinix
Acer Nitro V AMD Ryzen 7 Octa Core 7735HS - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,"52,723","83,900",42% off,4.2,168 Ratings & 15 Reviews,Acer
Acer Aspire Lite Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) AL15-52 Thin and Lig...,"84,233","30,290",37% off,4.1,808 Ratings & 68 Reviews,Acer
DELL Inspiron 5430 Intel Core i5 13th Gen - (8 GB/512 GB SSD/Windows 11 Home) IN5430YXVW9M01ORS1 Lapto...,"48,751","52,990",32% off,3.6,16 Ratings & 1 Reviews,DELL
DELL AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3535 Thin and Light Lapt...,"1,96,790","32,990",16% off,4.6,11 Ratings & 0 Reviews,DELL
SAMSUNG Galaxy Book5 Pro 360 AI PC Full Metal Chasis Intel Core Ultra 7 256V - (16 GB/512 GB SSD/Windo...,"71,820","1,63,990",31% off,,,SAMSUNG
DELL Inspiron Intel Core i5 11th Gen 1135G7 - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3511 Thin and...,"63,300","48,990",37% off,4.1,238 Ratings & 21 Reviews,DELL
DELL Inspiron 3530 Intel Core i3 13th Gen 1305U - (8 GB/1 TB SSD/Windows 11 Home) Inspiron 3530 Thin a...,"56,490","39,792",28% off,4.1,98 Ratings & 6 Reviews,DELL
ASUS ExpertBook B14 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) B1402CBA-NK1494WS...,"40,543","50,990",30% off,4.3,323 Ratings & 30 Reviews,ASUS
Lenovo IdeaPad Slim 3 Intel Core i3 13th Gen 1305U - (8 GB/512 GB SSD/Windows 11 Home) 15IRU8 Thin and...,"39,288","40,190",27% off,4.3,60 Ratings & 8 Reviews,Lenovo
ASUS Intel Pentium Dual Core - (8 GB/512 GB SSD/Windows 11 Home) X1500EA-EJ122WS Thin and Light Laptop,"72,180","27,999",36% off,,,ASUS
HP AMD Athlon Dual Core 3050U - (8 GB/512 GB SSD/Windows 11 Home) 15s- eq1559AU Thin and Light Laptop,"2,90,990","28,380",15% off,4.0,"1,506 Ratings & 140 Reviews",HP
DELL Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) New Inspiron 15 Laptop Thin and ...,,"45,990",16% off,4.0,645 Ratings & 44 Reviews,DELL
"ASUS Zenbook Duo OLED (2025) with Office 2024 + M365 Basic*, AI PC Intel Core Ultra 9 285H - (32 GB/1 ...",,"2,44,790",27% off,,,ASUS
Acer Chromebook Intel Celeron Dual Core N4500 - (8 GB/64 GB EMMC Storage/Chrome OS) CB314-3H-C5QE/ CB3...,"35,999","22,400",37% off,3.7,570 Ratings & 43 Reviews,Acer
HP AMD Ryzen 5 Hexa Core 5500U - (16 GB/512 GB SSD/Windows 11 Home) 15s- eq2182AU Thin and Light Lapto...,"59,109","39,990",32% off,4.3,"3,473 Ratings & 256 Reviews",HP
Lenovo IdeaPad Slim 3 Intel Core i3 13th Gen 1305U - (8 GB/512 GB SSD/Windows 11 Home) 14IRU8 Thin and...,"55,090","42,500",22% off,4.3,60 Ratings & 8 Reviews,Lenovo
walker Intel Celeron Dual Core N4020 - (4 GB/128 GB SSD/Windows 11 Home) NU14A1 Thin and Light Laptop,"83,890","30,000",29% off,3.7,"1,487 Ratings & 194 Reviews",walker
Lenovo IdeaPad Flex 5 Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) 14IRU8 2 in 1 L...,"74,839","59,339",25% off,4.3,119 Ratings & 9 Reviews,Lenovo
HP Pavilion AMD Ryzen 5 Hexa Core 5500U - (16 GB/512 GB SSD/Windows 11 Home/2 GB Graphics) 14-ec0000AX...,"48,529","55,836",23% off,4.2,144 Ratings & 19 Reviews,HP
DELL Intel Core i3 13th Gen 1305U - (8 GB/512 GB SSD/Windows 11 Home) 3530 Thin and Light Laptop,"99,999","36,990",46% off,3.9,7 Ratings & 0 Reviews,DELL
Acer Aspire 7 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA G...,"46,052","53,990",13% off,4.1,"3,674 Ratings & 296 Reviews",Acer
HP AMD Ryzen 3 Dual Core 3250U - (8 GB/512 GB SSD/Windows 11 Home) 15s- eq1560AU Thin and Light Laptop,"55,000","39,862",41% off,4.3,"4,137 Ratings & 410 Reviews",HP
Lenovo V15 G2 Intel Core i3 11th Gen 1115G4 - (8 GB/512 GB SSD/Windows 11 Home) V15 ITL G2 Laptop,"89,990","32,299",19% off,4.2,398 Ratings & 23 Reviews,Lenovo
"ASUS Vivobook 16X (2025) for Creator with Office 2024 + M365 Basic, Intel Core i5 13th Gen 13420H - (1...","1,28,590","72,490",36% off,4.4,188 Ratings & 12 Reviews,ASUS
Lenovo IdeaPad Flex 5 Intel Core i7 13th Gen 1355U - (16 GB/512 GB SSD/Windows 11 Home) 14IRU8 2 in 1 ...,"30,790","82,190",18% off,4.3,41 Ratings & 3 Reviews,Lenovo
Lenovo IdeaPad 3 Chrome Intel Celeron Dual Core N4500 - (8 GB/128 GB EMMC Storage/Chrome OS) 15IJL6 Ch...,"1,06,331","25,190",26% off,3.3,85 Ratings & 7 Reviews,Lenovo
DELL G15-5530 Intel Core i5 13th Gen 13450HX - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA Ge...,"48,529","77,990",25% off,3.9,19 Ratings & 2 Reviews,DELL
DELL Intel Core i3 13th Gen 1305U - (8 GB/512 GB SSD/Windows 11 Home) Vostro 3530 Thin and Light Lapto...,"59,990","35,990",21% off,4.1,310 Ratings & 26 Reviews,DELL
HP Intel Intel Core i5 11th Gen 1155G7 - (8 GB/512 GB SSD/Windows 11 Home) 15s- fr4000TU Thin and Ligh...,"79,990","46,990",31% off,4.3,"3,927 Ratings & 275 Reviews",HP
Infinix ZERO BOOK Series Intel Core i5 12th Gen 12500H - (16 GB/512 GB SSD/Windows 11 Home) ZL12 Busin...,"99,990","54,527",34% off,4.2,127 Ratings & 22 Reviews,Infinix
Infinix ZERO BOOK Series Laptop Intel Intel Core i7 12th Gen 12700H - (16 GB/512 GB SSD/Windows 11 Hom...,"87,999","65,340",27% off,3.7,28 Ratings & 6 Reviews,Infinix
"HP 240 G9 Intel Core i7 12th Gen 1255U Deca Core with Intel Turbo Boost, Finger Print - (16 GB/512 GB ...","45,900","63,990",30% off,4.1,23 Ratings & 1 Reviews,HP
HP 250 G9 Intel Core i3 12th Gen Intel Core i3 1215U - (8 GB/512 GB SSD/Windows 11 Home) 250 G9 Busine...,"50,903","32,048",25% off,4.2,694 Ratings & 36 Reviews,HP
HP Laptop Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) 15-fd0129TU Thin and Light ...,"49,990","37,990",26% off,4.6,48 Ratings & 3 Reviews,HP
DELL Inspiron Intel Core i3 11th Gen 1115G4 - (8 GB/256 GB SSD/Windows 11 Home) Inspiron 3511 Thin and...,"74,990","36,990",34% off,4.2,488 Ratings & 36 Reviews,DELL
"ASUS Vivobook 15, with Backlit Keyboard, Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 H...","72,990","48,990",20% off,3.8,11 Ratings & 2 Reviews,ASUS
Lenovo IdeaPad Slim 5 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home) 14IAH8 Thin a...,,"58,190",19% off,4.2,370 Ratings & 30 Reviews,Lenovo
Lenovo IdeaPad Slim 5 Co-Pilot PC Snapdragon X Plus - (16 GB/1 TB SSD/Windows 11 Home) 14Q8X9 Thin and...,"1,25,890","64,990",48% off,4.2,63 Ratings & 13 Reviews,Lenovo
ASUS Vivobook 15X Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) K3504VAB-NJ321WS Th...,"58,990","40,990",30% off,4.3,173 Ratings & 21 Reviews,ASUS
DELL Inspiron AMD Ryzen 5 Hexa Core 5625U - (8 GB/512 GB SSD/Windows 11 Home) New Inspiron 15 Laptop T...,"64,981","62,929",3% off,3.9,28 Ratings & 0 Reviews,DELL
ASUS Intel Core i7 13th Gen - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX NVIDIA ...,"1,60,000","1,39,599",12% off,,,ASUS
Lenovo Intel Core i5 13th Gen - (16 GB/512 GB SSD/Windows 11 Pro) TB 15 G6 Laptop,"79,990","58,890",26% off,,,Lenovo
Lenovo IdeaPad 3 Intel Core i3 12th Gen 1215U - (8 GB/256 GB SSD/Windows 11 Home) 15IAU7 Thin and Ligh...,"49,990","33,990",32% off,4.5,6 Ratings & 0 Reviews,Lenovo
DELL Inspiron 7440 2-in-1 Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Windows 11 Home) Inspiron 1...,"85,574","71,990",15% off,4.0,5 Ratings & 1 Reviews,DELL
Lenovo Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) G3 IAP Thin and Light Laptop,"88,414","40,990",53% off,4.3,36 Ratings & 5 Reviews,Lenovo
Infinix ZEROBOOK 13 Intel Intel Core i7 13th Gen 13700H - (16 GB/512 GB SSD/Windows 11 Home) ZL513 Thi...,"99,990","71,990",28% off,4.0,153 Ratings & 36 Reviews,Infinix
HP OMEN Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce...,"1,18,169","89,900",23% off,4.5,536 Ratings & 53 Reviews,HP
Thomson NEO Core Series Intel Core i3 12th Gen 1215U - (8 GB/256 GB SSD/Windows 11 Home) IN-N15I Thin ...,"39,990","23,990",40% off,3.8,73 Ratings & 19 Reviews,Thomson
HP Victus Intel Core i7 13th Gen 13620H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce...,"1,20,000","96,788",19% off,3.9,53 Ratings & 5 Reviews,HP
ASUS Vivobook 15 Intel Core i3 12th Gen 1215U - (16 GB/512 GB SSD/Windows 11 Home) X1502ZA-EJ993WS Thi...,"58,990","34,850",40% off,4.3,"12,142 Ratings & 950 Reviews",ASUS
HP Victus 15 AMD Ryzen 5 Hexa Core 5600H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFo...,"80,587","62,990",21% off,4.3,623 Ratings & 35 Reviews,HP
Lenovo Intel Core i5 12th Gen 12450H - (8 GB/512 GB SSD/Windows 11 Home) IdeaPad Slim 3 Thin and Light...,"65,090","48,490",25% off,3.1,9 Ratings & 1 Reviews,Lenovo
Lenovo LOQ AMD Ryzen 5 Quad Core 7235HS - (12 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFor...,"90,000","70,990",21% off,4.4,684 Ratings & 71 Reviews,Lenovo
HP 15s Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Windows 11 Home) 15-fd0013TU Thin and Light La...,"64,990","58,490",10% off,4.2,410 Ratings & 33 Reviews,HP
Acer Nitro V Intel Core i7 13th Gen 13620H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA Ge...,"1,15,999","94,990",18% off,5.0,8 Ratings & 3 Reviews,Acer
DELL Inspiron Intel Core i3 11th Gen 1115G4 - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) Inspiron 3511...,"1,49,900","59,839",51% off,4.2,"2,321 Ratings & 262 Reviews",DELL
Infinix ZEROBOOK 13 Intel Intel Core i9 13th Gen 13900H - (32 GB/1 TB SSD/Windows 11 Home) ZL513 Thin ...,"88,474","71,990",16% off,4.0,"1,186 Ratings & 166 Reviews",Infinix
HP Victus MSO 2024 Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVI...,"39,995","73,990",16% off,4.4,"1,161 Ratings & 76 Reviews",HP
HP Laptop Intel Core i3 N305 - (8 GB/512 GB SSD/Windows 11 Home) 15-fd0123TU Thin and Light Laptop,"77,566","33,490",19% off,4.3,163 Ratings & 8 Reviews,HP
HP Victus Intel Core i5 12th Gen 12450H - (8 GB/512 GB SSD/Windows 11 Home/Intel Integrated NVIDIA® Ge...,"39,999","62,390",20% off,3.3,3 Ratings & 0 Reviews,HP
HP 245 G9 Silver AMD Ryzen 5 Hexa Core 5625U - (8 GB/512 GB SSD/Windows 11 Home) 245 G9 Laptop,,"31,990",51% off,3.8,30 Ratings & 6 Reviews,HP
MSI Thin A15 AMD Ryzen 5 Hexa Core 7535HS - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,"91,990","72,990",20% off,5.0,3 Ratings & 1 Reviews,MSI
MSI Thin A15 AMD Ryzen 7 Octa Core 7735HS - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFor...,"1,03,990","84,990",18% off,4.4,14 Ratings & 4 Reviews,MSI
MSI Crosshair 16 HX Intel Core i7 14th Gen 14700HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVI...,"1,62,990","1,34,990",17% off,4.6,21 Ratings & 2 Reviews,MSI
HP 15s Intel Core i5 11th Gen 1155G7 - (16 GB/512 GB SSD/Windows 11 Home) 15s-fr4001TU Thin and Light ...,"64,175","49,350",23% off,4.3,"3,927 Ratings & 275 Reviews",HP
DELL Intel Core i5 12th Gen 1235U - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) New Inspiron 15 Laptop ...,"70,000","44,990",35% off,4.1,319 Ratings & 22 Reviews,DELL
MSI Crosshair 16 HX Intel Core i7 14th Gen 14700HX - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVI...,"1,93,990","1,69,990",12% off,4.4,43 Ratings & 5 Reviews,MSI
HP (2024) Laptop with Backlit Keyboard Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home...,"59,327","44,990",24% off,4.7,9 Ratings & 0 Reviews,HP
"ASUS TUF Gaming F15, 90WHrs Battery Intel Core i7 13th Gen 13620H - (16 GB/512 GB SSD/Windows 11 Home/...","1,21,990","96,990",20% off,4.4,46 Ratings & 3 Reviews,ASUS
HP G9 SERIES AMD Athlon Dual Core 3050U - (4 GB/256 GB SSD/Windows 11 Home) 255 Thin and Light Laptop,"44,990","23,490",47% off,4.1,82 Ratings & 6 Reviews,HP
ASUS ROG Strix G16 with 90WHr Battery Intel HX-Series Intel Core i9 13th Gen 13980HX - (16 GB/1 TB SSD...,"1,03,999","1,59,990",27% off,4.4,35 Ratings & 7 Reviews,ASUS
Acer Nitro V Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA Ge...,"1,04,890","75,790",25% off,4.3,288 Ratings & 22 Reviews,Acer
